id,title,authors,description,categories,average_rating,ratings_count,published_date,page_count,thumbnail,language,source_query
9hLbLQMy_cwC,The Wizard of Oz,Lyman Frank Baum,"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return to Kansas.",Juvenile Fiction,4,1,2002,244,http://books.google.com/books/content?id=9hLbLQMy_cwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:fantasy
a_Y4AQAAMAAJ,"Through the Looking-glass, and what Alice Found There",Lewis Carroll,"In this sequel to ""Alice in Wonderland,"" Alice goes through the mirror to find a strange world where curious adventures await her.",Adventure and adventurers,,0,1899,200,http://books.google.com/books/content?id=a_Y4AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:fantasy
xLacAgAAQBAJ,The Assassin's Blade,Sarah J. Maas,"Celaena Sardothien is Adarlan's most feared assassin. As part of the Assassins' Guild, her allegiance is to her master, Arobynn Hamel, yet Celaena listens to no one and trusts only her fellow killer-for-hire, Sam. In these action-packed prequel novellas - together in one edition for the first time - Celaena embarks on five daring missions. They take her from remote islands to hostile deserts, where she fights to liberate slaves and seeks to avenge the tyrannous. But she is acting against Arobynn's orders and could suffer an unimaginable punishment for such treachery ...Explore the dark underworld of this kick-ass heroine and find out how the legend begins in the five page-turning prequel novellas to the New York Times bestselling Throne of Glass series.",Juvenile Fiction,5,1,2014,465,http://books.google.com/books/content?id=xLacAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:fantasy
j55dAAAAMAAJ,The Stone Raft,José Saramago,"In a mythic adventure and political fable about the contemporary European community, the Iberian peninsula detaches from the Continent and floats off to sea, becoming home to a group of god-like humans.",Fiction,,0,1995,312,http://books.google.com/books/content?id=j55dAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:fantasy
UY7bjfq3mYkC,Gifts,Ursula K. Le Guin,"A darkly compelling fantasy about a world in which each person has a magical, dangerous gift.",Juvenile Fiction,3,1,2004,288,http://books.google.com/books/content?id=UY7bjfq3mYkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:fantasy
Fc4vX8-vQPgC,Tales from Earthsea,Ursula K. Le Guin,"Exploring the legend of Earthsea's history, people, languages, literature, and magic, this collection of four magical stories is now available in a paperback edition.",Fiction,4,5,2002,340,http://books.google.com/books/content?id=Fc4vX8-vQPgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:fantasy
Wzf3VYKufGwC,The Golden Compass,Philip Pullman,"Accompanied by her daemon, Lyra Belacqua sets out to prevent her best friend and other kidnapped children from becoming the subject of gruesome experiments in the Far North.",Fiction,4,83,1997,372,http://books.google.com/books/content?id=Wzf3VYKufGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:fantasy
S9RJEAAAQBAJ,Bloodmarked,Tracy Deonn,"""When the leaders of the Order reveal that they will do everything in their power to keep the approaching demon war a secret, Bree and her friends go on the run so she can learn how to control her devastating new powers.""--",Young Adult Fiction,,0,2022-11-08,576,http://books.google.com/books/content?id=S9RJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:fantasy
7Y5aAAAAMAAJ,Alice's Adventures Under Ground,Lewis Carroll,"By falling down a rabbit hole, Alice experiences unusual adventures with a variety of nonsensical characters.",Fiction,,0,1965,140,http://books.google.com/books/content?id=7Y5aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:fantasy
nuVp0QEACAAJ,The Farthest Shore,Ursula K. Le Guin,"Book Three of Ursula K. Le Guin's Earthsea Cycle Darkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it. With millions of copies sold worldwide, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere, alongside the works of such beloved authors as J. R. R. Tolkien and C. S. Lewis.",Fiction,,0,1984,0,,en,subject:fantasy
tO0tc1mB-BUC,Missing Joseph,Elizabeth George,"When the vicar who has given her so much support is found dead, Deborah St. James begins a journey of personal discovery in order to find out who is responsible",Fiction,,0,1993,596,http://books.google.com/books/content?id=tO0tc1mB-BUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:mystery
k5JvQgAACAAJ,The Dogs of Riga,Henning Mankell,"February, 1991. A life raft washes ashore in Skne carrying two dead men in expensive suits, shot gangland-style. Inspector Kurt Wallander and his team determine that the men were Eastern European criminals. But what appears in Sweden to be an open-and-shut case soon plunges Wallander into an alien world of police surveillance, thinly veiled threats, and life-endangering lies. When another murder is committed, Wallander must travel to Riga, Latvia, at the peak of the massive social and political upheaval that preceded the nation's independence from the Soviet Union. Struggling to catch up with the culprits he pursues in this shadowy nation, Wallander finds that he must make a choice, decide who is lying and who is telling the truth, and test his bravery.",Detective and mystery stories,,0,2001,326,http://books.google.com/books/content?id=k5JvQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:mystery
NGoFudTo7YsC,Cards on the Table,Agatha Christie,"Mr. Shaitana is a strange and wealthy collector of snuff boxes and other objets d'art. One evening he invites two specialists, Superintendent Battle of Scotland Yard and crime novelist Ariadne Oliver, to a dinner party to view his special collection: four people who have committed murder and gotten away with it. As they play bridge after dinner, Shaitana is daringly murdered by someone at the party. Battle sets out to solve the crime aided, of course, by the eager Mrs. Oliver who begins with psychological deductions from the bridge score cards. After many red herrings, skeletons in the cupboard and two more deaths, Battle lays his cards on the table.",Fiction,,0,1993,228,http://books.google.com/books/content?id=NGoFudTo7YsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:mystery
MaF4WzG-wecC,What's a Daring Detective Like Me Doing in the Doghouse?,Linda Bailey,"In this Stevie Diamond Mystery, Stevie and her partner find a lost dog who turns out to have a very important owner.",Juvenile Fiction,,0,1997-07,196,http://books.google.com/books/content?id=MaF4WzG-wecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:mystery
9iXsIAND7KQC,The House at Riverton,Kate Morton,Ninety-eight-year-old Grace Bradley is visited by a young director who takes her back to Riverton House where she reveals the secret behind the death of a young poet in the summer of 1924.,Fiction,3,1,2009-03-03,496,http://books.google.com/books/content?id=9iXsIAND7KQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:mystery
35SA8u4QpacC,The Runaway Jury,John Grisham,The jury in a Mississippi tobacco trial appears to be manipulated and controlled.,Fiction,,0,1997,561,http://books.google.com/books/content?id=35SA8u4QpacC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,subject:mystery
p5w1c76r_-YC,For the Sake of Elena,Elizabeth George,"Elena Weaver was a surprise to anyone meeting her for the first time. In her clingy dresses and dangling earrings she exuded a sexuality at odds with the innocence projected by the unicorn posters on her walls. While her embittered mother fretted about her welfare from her home in London, in Cambridge—where Elena was a student at St. Stephen's College—her father and his second wife each had their own very different image of the girl. As for Elena, she lived a life of casual and intense physical and emotional relationships, with scores to settle and goals to achieve--until someone, lying in wait along the route she ran every morning, bludgeoned her to death. Unwilling to turn the killing over to the local police, the university calls in New Scotland Yard. Thus, Detective Inspector Thomas Lynley and his partner, Detective Sergeant Barbara Havers, enter the rarefied world of Cambridge University, where academic gowns often hide murderous intentions. For both officers, the true identity of Elena Weaver proves elusive. Each relationship the girl left behind casts new light both on Elena and on those people who appeared to know her best—from an unsavory Swedish-born Shakespearean professor to the brooding head of the Deaf Students Union. What's more, Elena's father, a Cambridge professor under consideration for a prestigious post, is a man with his own dark secrets. While his past sins make him neurotically dedicated to Elena and blind to her blacker side, present demons drive him toward betrayal.",Fiction,5,2,1992,468,http://books.google.com/books/content?id=p5w1c76r_-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,subject:mystery
